what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1780549049225
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780549050111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549052560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549054648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549060628
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549065862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549070729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549071796
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1780549072091
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780549073415
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780549073637
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1780549075395
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780549077626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1780549091714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549092010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549144194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1780549153044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549153791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549296149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549297105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549322605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549323651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549359462
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780549360615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549362818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549394832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549402353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549428285
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780549428731
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780549434240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549436147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549437212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549437981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549439392
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1780549439437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549442814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549443868
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1780549444195
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780549445499
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780549445715
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1780549447438
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780549449747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549459915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549490052
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780549490485
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1780549490828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1780549491174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1780549491315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1780549491545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1780549491729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549492076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549496787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549526228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549528288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1780549528989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1780549529521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1780549537147
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780549537829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549540993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549542596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549552513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549553574
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1780549553892
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780549555235
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780549555500
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1780549557140
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780549559342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549570784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549588766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549599645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549600111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549600390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549703185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549716425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549882375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549884541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549953563
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780549954320
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780549955073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549957389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549959450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549963036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549964939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549965002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549968226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549972697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549973756
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1780549974053
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780549975422
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780549975633
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1780549977348
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780549979546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780549990197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780550054829
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780550070380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1780550072759
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780550073736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780550076269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780550077793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780550077856
